rowname	Realm	Kingdom	Phylum	Class	Order	Family	Genus	Species
NODE_A2399_length_1129_cov_2.627376_BlackFly39	Riboviria	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Mymonaviridae	Plasmopamonavirus	Plasmopamonavirus plasmoparae
NODE_A241_length_1150_cov_3.935694_BlackFly5	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Fijivirus	Oat sterile dwarf virus
NODE_A241_length_1621_cov_7.035622_BlackFly32	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	NA	Totiviridae sp.
NODE_A242_length_2047_cov_11.084772_BlackFly57	NA	NA	NA	NA	NA	NA	NA	Magnaporthe oryzae polymycovirus 2
NODE_A243_length_1006_cov_3.129171_BlackFly10	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	NA
NODE_A244_length_1586_cov_245.868787_BlackFly15	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Aspergillus creber partitivirus 1
NODE_A244_length_1947_cov_18.424064_BlackFly12	NA	NA	NA	NA	NA	NA	NA	Aspergillus fumigatus RNA virus 1
NODE_A246_length_1238_cov_3.219638_BlackFly53	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Sanya totivirus 11
NODE_A247_length_1593_cov_101.981530_BlackFly32	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Gammapartitivirus	Erysiphe necator associated gammapartitivirus 2
NODE_A249_length_1351_cov_4.716641_BlackFly6	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Martellivirales	NA	NA	Martellivirales sp.
NODE_A25_length_3091_cov_7.302920_BlackFly58	NA	NA	NA	Naldaviricetes	Lefavirales	Hytrosaviridae	NA	Drosophila suzukii associated hytrosavirus 1
NODE_A250_length_1159_cov_3.037893_BlackFly44	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Macrophomina phaseolina partitivirus 1
NODE_A250_length_1504_cov_3.063069_BlackFly52	NA	NA	NA	NA	NA	NA	NA	Magnaporthe oryzae polymycovirus 2
NODE_A250_length_1569_cov_34.904826_BlackFly15	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Aspergillus creber partitivirus 1
NODE_A250_length_1579_cov_86.088549_BlackFly32	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Gammapartitivirus	Erysiphe necator associated gammapartitivirus 2
NODE_A250_length_1881_cov_5.906874_BlackFly27	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Grapevine associated chrysovirus-3
NODE_A253_length_1121_cov_5.981801_BlackFly22	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	Alphachrysovirus penicillii
NODE_A253_length_1140_cov_5.041392_BlackFly7	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	NA	NA
NODE_A253_length_1342_cov_14.438735_BlackFly6	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Ustilaginoidea virens partitivirus 4
NODE_A253_length_1559_cov_12.865047_BlackFly32	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Plasmopara viticola lesion associated Partitivirus 3
NODE_A254_length_1010_cov_2.266881_BlackFly24	Riboviria	Orthornavirae	Negarnaviricota	NA	NA	NA	NA	Erysiphe necator associated negative-stranded RNA virus 18
NODE_A254_length_1478_cov_5.320485_BlackFly52	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	Poaceae Liege alphachrysovirus 3
NODE_A254_length_2165_cov_40.815134_BlackFly3	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Martellivirales	NA	NA	Martellivirales sp.
NODE_A254_length_2176_cov_6.393044_BlackFly31	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Hepelivirales	Hepeviridae	NA	Hangzhou hepevirus 1
NODE_A2542_length_1071_cov_3.805835_BlackFly3	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Chrysovirus sp.
NODE_A2585_length_1079_cov_84.241517_BlackFly27	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Ustilaginoidea virens partitivirus
NODE_A2593_length_1066_cov_3.676441_BlackFly3	NA	NA	NA	Naldaviricetes	Lefavirales	Nudiviridae	Alphanudivirus	NA
NODE_A260_length_1948_cov_11.305184_BlackFly23	NA	NA	NA	NA	NA	NA	NA	Magnaporthe oryzae polymycovirus 2
NODE_A263_length_1025_cov_4.652954_BlackFly35	NA	NA	NA	NA	NA	NA	NA	Magnaporthe oryzae mymonavirus 1
NODE_A265_length_1191_cov_7.189408_BlackFly18	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Iflaviridae	NA	Iflaviridae sp.
NODE_A2687_length_1058_cov_0.796126_BlackFly3	NA	NA	NA	NA	NA	NA	NA	Hubei odonate virus 4
NODE_A2694_length_1056_cov_7.680286_BlackFly3	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	NA	NA	Bercke-Baary Melophagus reo-like virus
NODE_A2701_length_1056_cov_3.358529_BlackFly3	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Cryspovirus	Saccharomyces cerevisiae cryspovirus 1
NODE_A2710_length_1269_cov_44.208893_BlackFly34	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Colletotrichum gloeosporioides partitivirus 1
NODE_A2720_length_1269_cov_4.720638_BlackFly34	NA	NA	NA	NA	NA	NA	NA	Guiyang argiope bruennichi nora-like virus 1
NODE_A274_length_1184_cov_9.246612_BlackFly18	NA	NA	NA	Naldaviricetes	Lefavirales	Hytrosaviridae	NA	Drosophila suzukii associated hytrosavirus 1
NODE_A274_length_1438_cov_6.964732_BlackFly59	NA	NA	NA	Naldaviricetes	Lefavirales	Hytrosaviridae	NA	Drosophila suzukii associated hytrosavirus 1
NODE_A275_length_1043_cov_3.393375_BlackFly46	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Sanya totivirus 11
NODE_A275_length_1460_cov_6.672451_BlackFly32	Riboviria	Orthornavirae	Negarnaviricota	Ellioviricetes	Bunyavirales	Discoviridae	Orthodiscovirus	Orthodiscovirus iberiae
NODE_A279_length_1040_cov_2.674974_BlackFly46	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	NA
NODE_A281_length_1367_cov_266.851938_BlackFly52	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	NA
NODE_A283_length_1130_cov_7.635328_BlackFly30	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Phoma matteuciicola partitivirus 1
NODE_A283_length_1362_cov_10.116732_BlackFly52	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Gammapartitivirus	Erysiphe necator associated gammapartitivirus 2
NODE_A284_length_1743_cov_76.501200_BlackFly57	NA	NA	NA	NA	NA	NA	NA	Fusarium graminearum dsRNA mycovirus 5
NODE_A284_length_2071_cov_8.050150_BlackFly31	NA	NA	NA	NA	NA	NA	NA	Magnaporthe oryzae polymycovirus 2
NODE_A287_length_1802_cov_6.831304_BlackFly27	Riboviria	NA	NA	NA	NA	Polymycoviridae	Polymycovirus	Setosphaeria turcica polymycovirus 1
NODE_A289_length_1038_cov_5.093652_BlackFly44	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Sanya totivirus 11
NODE_A289_length_1446_cov_3.637692_BlackFly15	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Hypoviridae	Hypovirus	Setosphaeria turcica hypovirus 1
NODE_A290_length_1021_cov_3.042373_BlackFly46	Riboviria	NA	NA	NA	NA	Polymycoviridae	Polymycovirus	Erysiphe necator associated polymycovirus 4
NODE_A290_length_1442_cov_2.824176_BlackFly29	Riboviria	Orthornavirae	Negarnaviricota	NA	NA	NA	NA	NA
NODE_A290_length_1905_cov_3.991247_BlackFly34	NA	NA	NA	Naldaviricetes	Lefavirales	Nudiviridae	Alphanudivirus	Oryctes rhinoceros nudivirus
NODE_A291_length_1957_cov_335.125532_BlackFly28	NA	NA	NA	NA	NA	NA	NA	Aspergillus fumigatus RNA virus 1
NODE_A292_length_1853_cov_4.951014_BlackFly16	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	Alphachrysovirus isariae
NODE_A294_length_1120_cov_11.604027_BlackFly53	Riboviria	NA	NA	NA	NA	Polymycoviridae	Polymycovirus	Penicillum brevicompactum polymycovirus 1
NODE_A295_length_1569_cov_5.703753_BlackFly36	NA	NA	NA	NA	NA	NA	NA	Magnaporthe oryzae polymycovirus 2
NODE_A298_length_1390_cov_8.681645_BlackFly45	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Cryspovirus	Saccharomyces cerevisiae cryspovirus 1
NODE_A299_length_1114_cov_5.323047_BlackFly53	NA	NA	NA	NA	NA	NA	NA	Erysiphe necator associated mycovirus 1
NODE_A2993_length_1127_cov_1213.373333_BlackFly14	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Gammapartitivirus	Aspergillus ochraceous virus
NODE_A30_length_2192_cov_11.602364_BlackFly47	NA	NA	NA	NA	NA	NA	NA	Magnaporthe oryzae polymycovirus 2
NODE_A302_length_1073_cov_4.407631_BlackFly22	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Betachrysovirus	Betachrysovirus colletotrichi
NODE_A305_length_1014_cov_2.613661_BlackFly5	NA	NA	NA	NA	NA	NA	NA	NA
NODE_A305_length_1370_cov_10.284609_BlackFly59	NA	NA	NA	Naldaviricetes	Lefavirales	Hytrosaviridae	NA	Drosophila suzukii associated hytrosavirus 1
NODE_A305_length_1372_cov_9.583012_BlackFly15	NA	NA	NA	NA	NA	NA	NA	Fusarium graminearum dsRNA mycovirus 5
NODE_A306_length_1231_cov_3.333622_BlackFly6	NA	NA	NA	NA	NA	NA	NA	Diabrotica virgifera virgifera virus 2
NODE_A306_length_1298_cov_4.435708_BlackFly52	NA	NA	NA	NA	NA	NA	NA	NA
NODE_A306_length_1550_cov_17.895451_BlackFly36	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	NA
NODE_A307_length_1018_cov_3.221041_BlackFly58	NA	NA	NA	Naldaviricetes	Lefavirales	Hytrosaviridae	Muscavirus	Musca hytrosavirus
NODE_A307_length_1066_cov_4.196158_BlackFly30	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	Alphachrysovirus macrophominae
NODE_A307_length_1230_cov_7.779705_BlackFly6	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Plasmopara viticola lesion associated Partiti-like 2
NODE_A307_length_1973_cov_33.273734_BlackFly31	NA	NA	NA	NA	NA	NA	NA	Magnaporthe oryzae polymycovirus 2
NODE_A309_length_1017_cov_4.498936_BlackFly58	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Aspergillus flavus partitivirus 1
NODE_A311_length_1002_cov_1.805405_BlackFly46	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Verticillium dahliae partitivirus 1
NODE_A311_length_1333_cov_7.980096_BlackFly32	NA	NA	NA	NA	NA	NA	NA	Magnaporthe oryzae polymycovirus 2
NODE_A313_length_1994_cov_10.396453_BlackFly3	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	NA	NA	Bercke-Baary Melophagus reo-like virus
NODE_A314_length_1539_cov_15.145691_BlackFly36	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Plasmopara viticola lesion associated Partitivirus 3
NODE_A3149_length_1033_cov_3.511506_BlackFly27	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Diplodia seriata chrysovirus 1
NODE_A315_length_1071_cov_2.651911_BlackFly53	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	NA	NA
NODE_A3156_length_1014_cov_4.991462_BlackFly3	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Curvulaviridae	Orthocurvulavirus	Trichoderma harzianum orthocurvulavirus 1
NODE_A3180_length_1057_cov_8.945918_BlackFly39	NA	NA	NA	NA	NA	NA	NA	Ustilaginoidea virens mycovirus
NODE_A321_length_1751_cov_12.705496_BlackFly27	NA	NA	NA	NA	NA	NA	NA	Aspergillus fumigatus RNA virus 1
NODE_A322_length_1155_cov_4.161410_BlackFly38	Riboviria	NA	NA	NA	NA	Polymycoviridae	Polymycovirus	Setosphaeria turcica polymycovirus 1
NODE_A3239_length_1008_cov_1.777658_BlackFly3	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	NA	NA
NODE_A324_length_1056_cov_3.381001_BlackFly53	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	NA	Erysiphe necator associated chryso-like virus 2
NODE_A325_length_1098_cov_3.765916_BlackFly21	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	NA	Erysiphe necator associated chryso-like virus 2
NODE_A326_length_1954_cov_22.947256_BlackFly3	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Martellivirales	NA	NA	Martellivirales sp.
NODE_A33_length_2244_cov_9.735118_BlackFly18	NA	NA	NA	Naldaviricetes	Lefavirales	Hytrosaviridae	NA	Drosophila suzukii associated hytrosavirus 1
NODE_A33_length_2313_cov_7.905635_BlackFly25	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	Alphachrysovirus cryphonectriae
NODE_A332_length_1651_cov_4.120712_BlackFly16	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Diplodia seriata chrysovirus 1
NODE_A332_length_1722_cov_4.068693_BlackFly27	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	Alphachrysovirus macrophominae
NODE_A333_length_1268_cov_4.050378_BlackFly15	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Hypoviridae	Hypovirus	Setosphaeria turcica hypovirus 1
NODE_A334_length_1079_cov_34.241517_BlackFly21	Riboviria	NA	NA	NA	NA	Polymycoviridae	Polymycovirus	Fusarium redolens polymycovirus 1
NODE_A337_length_1311_cov_6.997569_BlackFly59	NA	NA	NA	Naldaviricetes	Lefavirales	Hytrosaviridae	NA	Drosophila suzukii associated hytrosavirus 1
NODE_A338_length_1004_cov_3.580367_BlackFly58	NA	NA	NA	Naldaviricetes	Lefavirales	Hytrosaviridae	NA	Drosophila suzukii associated hytrosavirus 1
NODE_A338_length_1142_cov_11.385915_BlackFly38	NA	NA	NA	NA	NA	Anelloviridae	NA	Torque teno virus
NODE_A34_length_2086_cov_4.545545_BlackFly11	NA	NA	NA	Naldaviricetes	Lefavirales	Nudiviridae	Alphanudivirus	NA
NODE_A345_length_1091_cov_2.003945_BlackFly42	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Sanya totivirus 11
NODE_A345_length_1212_cov_1.242291_BlackFly52	NA	NA	NA	NA	NA	NA	NA	NA
NODE_A345_length_1870_cov_11.868377_BlackFly31	Riboviria	Orthornavirae	Lenarviricota	Amabiliviricetes	Wolframvirales	Narnaviridae	NA	Oidiodendron maius splipalmivirus 1
NODE_A346_length_1086_cov_3.444995_BlackFly42	NA	NA	NA	NA	NA	NA	NA	NA
NODE_A347_length_1746_cov_1.957460_BlackFly28	NA	NA	NA	NA	NA	NA	NA	NA
NODE_A348_length_1140_cov_1.503293_BlackFly6	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Tymovirales	Gammaflexiviridae	Gammaflexivirus	Gammaflexivirus PaGFV-1
NODE_A349_length_1131_cov_3.372865_BlackFly38	NA	NA	NA	NA	NA	Anelloviridae	Betatorquevirus	TTV-like mini virus
NODE_A349_length_1848_cov_5.118577_BlackFly31	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	NA	Erysiphe necator associated virga-like virus 14
NODE_A35_length_1916_cov_8.128874_BlackFly47	NA	NA	NA	NA	NA	NA	NA	Magnaporthe oryzae polymycovirus 2
NODE_A35_length_2012_cov_47.197933_BlackFly11	NA	NA	NA	NA	NA	NA	NA	NA
NODE_A35_length_2188_cov_8.954050_BlackFly18	NA	NA	NA	Naldaviricetes	Lefavirales	Hytrosaviridae	NA	Drosophila suzukii associated hytrosavirus 1
NODE_A35_length_2298_cov_4.812697_BlackFly25	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	Alphachrysovirus verticillii
NODE_A354_length_1191_cov_18.644524_BlackFly52	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Aspergillus fumigatus partitivirus 1
NODE_A357_length_1729_cov_7.099274_BlackFly28	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 3
NODE_A363_length_1539_cov_2.437073_BlackFly16	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	NA	Plant associated virga-like virus 1
NODE_A364_length_1004_cov_4.487594_BlackFly53	NA	NA	NA	NA	NA	NA	NA	Ustilaginoidea virens mycovirus
NODE_A364_length_1538_cov_21.818617_BlackFly16	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Martellivirales	NA	NA	Martellivirales sp.
NODE_A366_length_1057_cov_4.629592_BlackFly42	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Erysiphe necator associated partitivirus 7
NODE_A366_length_1115_cov_2.669557_BlackFly18	NA	NA	NA	NA	NA	NA	NA	Aedes aegypti To virus 1
NODE_A37_length_1726_cov_3.627047_BlackFly13	NA	NA	NA	NA	NA	NA	NA	NA
NODE_A37_length_2625_cov_27.382261_BlackFly58	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	Alphachrysovirus penicillii
NODE_A370_length_1514_cov_12.560891_BlackFly16	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Gammapartitivirus	Erysiphe necator associated gammapartitivirus 2
NODE_A371_length_1633_cov_134.978149_BlackFly39	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	NA
NODE_A372_length_1147_cov_9.446729_BlackFly52	NA	NA	NA	NA	NA	NA	NA	NA
NODE_A374_length_1030_cov_9.600210_BlackFly21	Riboviria	NA	NA	NA	NA	Polymycoviridae	Polymycovirus	Fusarium redolens polymycovirus 1
NODE_A376_length_1853_cov_3.476914_BlackFly3	NA	NA	NA	Naldaviricetes	Lefavirales	Nudiviridae	Alphanudivirus	Oryctes rhinoceros nudivirus
NODE_A377_length_1630_cov_3.848680_BlackFly39	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Dicistroviridae	Triatovirus	Black queen cell virus
NODE_A378_length_1027_cov_18.238947_BlackFly21	Riboviria	NA	NA	NA	NA	Polymycoviridae	Polymycovirus	Setosphaeria turcica polymycovirus 1
NODE_A378_length_1108_cov_4.085354_BlackFly38	NA	NA	NA	NA	NA	Anelloviridae	NA	Torque teno midi virus
NODE_A38_length_1922_cov_43.859621_BlackFly11	NA	NA	NA	NA	NA	NA	NA	Bloomfield virus
NODE_A381_length_1104_cov_7.576436_BlackFly18	NA	NA	NA	NA	NA	NA	NA	NA
NODE_A382_length_1047_cov_2.052577_BlackFly42	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	NA	Novo Mesto picornavirus 1
NODE_A382_length_1491_cov_10.817539_BlackFly16	Riboviria	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	NA	NA	Cercospora beticola negative-stranded virus 4-3
NODE_A385_length_1474_cov_15.574803_BlackFly16	Riboviria	Orthornavirae	Negarnaviricota	Ellioviricetes	Bunyavirales	Discoviridae	Orthodiscovirus	Orthodiscovirus iberiae
NODE_A386_length_1474_cov_14.945598_BlackFly16	NA	NA	NA	NA	NA	NA	NA	Fusarium graminearum dsRNA mycovirus 5
NODE_A389_length_1015_cov_2.418977_BlackFly22	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Ustilago maydis virus H1
NODE_A39_length_1893_cov_8.268722_BlackFly11	NA	NA	NA	Naldaviricetes	Lefavirales	Nudiviridae	Alphanudivirus	Gryllus bimaculatus nudivirus
NODE_A39_length_2121_cov_6.397750_BlackFly18	NA	NA	NA	Naldaviricetes	Lefavirales	Hytrosaviridae	Muscavirus	Musca hytrosavirus
NODE_A390_length_1095_cov_16.807466_BlackFly38	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Aspergillus fumigatus partitivirus 1
NODE_A392_length_1624_cov_5.668390_BlackFly28	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	NA
NODE_A392_length_1794_cov_4.954572_BlackFly34	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Hypoviridae	Alphahypovirus	Alphahypovirus alternariae
NODE_A393_length_2058_cov_4.304897_BlackFly49	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 3
NODE_A396_length_1005_cov_5.731681_BlackFly_NC_Ludovica_1	NA	NA	NA	NA	NA	NA	NA	Prokaryotic dsDNA virus sp.
NODE_A397_length_1791_cov_4.837806_BlackFly34	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Picobirnaviridae	NA	Army ant associated picorna-like virus 1
NODE_A398_length_1447_cov_5.272993_BlackFly12	NA	NA	NA	NA	NA	NA	NA	NA
NODE_A398_length_1817_cov_7.018391_BlackFly3	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	NA	NA	Bercke-Baary Melophagus reo-like virus
NODE_A40_length_2094_cov_15.730293_BlackFly18	NA	NA	NA	Naldaviricetes	Lefavirales	Hytrosaviridae	NA	Drosophila suzukii associated hytrosavirus 1
NODE_A4002_length_1004_cov_3.603020_BlackFly39	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Plasmopara viticola lesion associated Partiti-like 2
NODE_A401_length_1020_cov_1.930011_BlackFly42	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	NA	Novo Mesto picornavirus 1
NODE_A402_length_1120_cov_10.428571_BlackFly15	Riboviria	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	NA	NA	Cercospora beticola negative-stranded virus 5
NODE_A403_length_1600_cov_457.849639_BlackFly39	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	NA
NODE_A404_length_1567_cov_2.964430_BlackFly43	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	NA	Totiviridae sp.
NODE_A405_length_1095_cov_2.103143_BlackFly11	NA	NA	NA	NA	NA	NA	NA	Aedes aegypti To virus 1
NODE_A405_length_2009_cov_5.785197_BlackFly49	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Grapevine chrysovirus
NODE_A415_length_1404_cov_12.415222_BlackFly12	Riboviria	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	NA	NA	Cercospora beticola negative-stranded virus 5
NODE_A418_length_1028_cov_2.554154_BlackFly6	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Martellivirales	NA	NA	Martellivirales sp.
NODE_A418_length_1390_cov_2.654227_BlackFly16	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Curvulaviridae	Orthocurvulavirus	Trichoderma harzianum orthocurvulavirus 1
NODE_A42_length_2386_cov_4.276743_BlackFly58	NA	NA	NA	Naldaviricetes	Lefavirales	Hytrosaviridae	Muscavirus	Musca hytrosavirus
NODE_A420_length_1095_cov_3.653242_BlackFly15	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Betachrysovirus	Betachrysovirus pripenicillii
NODE_A424_length_1412_cov_3.455431_BlackFly19	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Plasmopara viticola lesion associated Partitivirus 3
NODE_A425_length_1060_cov_8.291963_BlackFly47	Riboviria	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	NA	NA	Cercospora beticola negative-stranded virus 5
NODE_A430_length_1529_cov_5.803030_BlackFly28	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Erysiphe necator associated partitivirus 10
NODE_A432_length_1063_cov_2.126775_BlackFly15	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 3
NODE_A432_length_1522_cov_4.737024_BlackFly28	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Lichen partiti-like RNA virus sp.
NODE_A433_length_1761_cov_56.549287_BlackFly3	Riboviria	Orthornavirae	Negarnaviricota	Ellioviricetes	Bunyavirales	Discoviridae	Orthodiscovirus	Orthodiscovirus iberiae
NODE_A437_length_1061_cov_2.701220_BlackFly38	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Dicistroviridae	NA	Plasmopara viticola lesion associated dicistro-like virus 1
NODE_A442_length_1303_cov_2.593801_BlackFly16	Riboviria	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	NA	NA	Cercospora beticola negative-stranded virus 2
