rowname	Realm	Kingdom	Phylum	Class	Order	Family	Genus	Species
NODE_A140_length_1620_cov_7.853532_BlackFly44	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Curvulaviridae	Orthocurvulavirus	Trichoderma harzianum orthocurvulavirus 1
NODE_A140_length_1950_cov_6.507742_BlackFly59	NA	NA	NA	Naldaviricetes	Lefavirales	Hytrosaviridae	NA	Drosophila suzukii associated hytrosavirus 1
NODE_A141_length_1543_cov_7.551160_BlackFly35	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Gammapartitivirus	Erysiphe necator associated gammapartitivirus 2
NODE_A141_length_1608_cov_8.414108_BlackFly45	NA	NA	NA	NA	NA	NA	NA	Plasmopara viticola lesion associated polymycovirus 5
NODE_A141_length_1609_cov_171.966057_BlackFly44	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Gammapartitivirus	Erysiphe necator associated gammapartitivirus 2
NODE_A141_length_2036_cov_5.228688_BlackFly52	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Grapevine chrysovirus
NODE_A142_length_1332_cov_14.867729_BlackFly20	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Metarhizium brunneum partitivirus 1
NODE_A142_length_1860_cov_3.038138_BlackFly42	NA	NA	NA	NA	NA	NA	NA	Magnaporthe oryzae polymycovirus 2
NODE_A142_length_1873_cov_6.787862_BlackFly21	Riboviria	NA	NA	NA	NA	Polymycoviridae	Polymycovirus	Setosphaeria turcica polymycovirus 1
NODE_A1428_length_1226_cov_4.099217_BlackFly27	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 2
NODE_A143_length_1577_cov_27.941333_BlackFly53	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Erysiphe necator associated partitivirus 10
NODE_A144_length_1249_cov_5.883106_BlackFly58	NA	NA	NA	Naldaviricetes	Lefavirales	Hytrosaviridae	Muscavirus	Musca hytrosavirus
NODE_A144_length_2422_cov_50.484861_BlackFly19	Riboviria	Orthornavirae	Duplornaviricota	Vidaverviricetes	Mindivirales	Cystoviridae	Cystovirus	Red mite associated cystovirus
NODE_A145_length_2145_cov_15.497582_BlackFly32	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	Alphachrysovirus aspergilli
NODE_A146_length_1497_cov_5.563380_BlackFly38	NA	NA	NA	NA	NA	NA	NA	Erysiphe necator associated mycovirus 1
NODE_A146_length_2181_cov_17.028992_BlackFly29	NA	NA	NA	NA	NA	NA	NA	NA
NODE_A148_length_1570_cov_3.226390_BlackFly53	NA	NA	NA	NA	NA	NA	NA	Erysiphe necator associated mycovirus 1
NODE_A148_length_1591_cov_119.486129_BlackFly44	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	NA
NODE_A148_length_2169_cov_11.918738_BlackFly29	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Betachrysovirus	Betachrysovirus neofusicocci
NODE_A149_length_1307_cov_32.414634_BlackFly22	NA	NA	NA	NA	NA	NA	NA	Corynespora cassiicola bipartite mycovirus 1
NODE_A150_length_2187_cov_63.995735_BlackFly34	NA	NA	NA	NA	NA	NA	NA	Magnaporthe oryzae polymycovirus 2
NODE_A151_length_1572_cov_16.495652_BlackFly44	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	NA
NODE_A152_length_2160_cov_5.398944_BlackFly36	Riboviria	Orthornavirae	Negarnaviricota	NA	NA	NA	NA	NA
NODE_A153_length_1563_cov_2.646703_BlackFly44	NA	NA	NA	NA	NA	NA	NA	Erysiphe necator associated mycovirus 1
NODE_A153_length_1860_cov_9.473360_BlackFly59	NA	NA	NA	Naldaviricetes	Lefavirales	Hytrosaviridae	NA	Drosophila suzukii associated hytrosavirus 1
NODE_A154_length_1550_cov_16.723693_BlackFly53	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Gammapartitivirus	Erysiphe necator associated gammapartitivirus 2
NODE_A154_length_1562_cov_75.063973_BlackFly44	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Erysiphe necator associated partitivirus 10
NODE_A156_length_1790_cov_3.573847_BlackFly6	NA	NA	NA	NA	NA	NA	NA	Magnaporthe oryzae polymycovirus 2
NODE_A1562_length_1198_cov_3.768956_BlackFly23	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Thelebolus microsporus partitivirus 1
NODE_A157_length_1526_cov_342.447895_BlackFly53	NA	NA	NA	NA	NA	NA	NA	NA
NODE_A158_length_1276_cov_4.403670_BlackFly46	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	Pestalotiopsis theae chrysovirus 1
